city;metropolitan area;metro;address;state;country;price;size;lon;lat;out_size;ex_size;out_price;ex_price
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Elias Antônio Issa, Letícia;NA;Brazil;26,530909090;550;-43,9760536;-19,8086452;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Jamaica, Itapoã;NA;Brazil;43,500000000;1520;-43,9619772;-19,8411766;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Carlos Prates, Belo Horizonte;NA;Brazil;24,225000000;800;-43,9551767;-19,9147953;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Magnólia, Caiçaras;NA;Brazil;31,920000000;50;-43,9633977;-19,9070647;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Ubari, Nova Suíssa;NA;Brazil;54,219512200;82;-43,9729173;-19,9337175;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Nova Esperança, Belo Horizonte;NA;Brazil;38,000000000;150;-43,9591741;-19,9007003;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;São Paulo, Belo Horizonte;NA;Brazil;11,895652170;345;-43,9257935;-19,8686823;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Carlos Prates, Belo Horizonte;NA;Brazil;21,901477830;406;-43,9551767;-19,9147953;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Popular, São Cristóvão;NA;Brazil;22,800000000;330;-43,9479098;-19,8992070;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Desembargador Bráulio, Vera Cruz;NA;Brazil;10,640000000;600;-43,8899573;-19,9114450;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Patrocínio, Carlos Prates;NA;Brazil;19,950000000;160;-43,9513889;-19,9157686;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Conselheiro Rocha, Floresta;NA;Brazil;25,158620690;290;-43,9304144;-19,9206483;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Caiçaras, Belo Horizonte;NA;Brazil;24,066666670;360;-43,9670583;-19,9050681;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Caldas da Rainha, São Francisco;NA;Brazil;28,565517240;870;-43,9578414;-19,8778160;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Corumbá, Carlos Prates;NA;Brazil;20,064000000;500;-43,9598153;-19,9157204;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Aveiro, São Francisco;NA;Brazil;16,581818180;550;-43,9603192;-19,8793309;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua José Oscar Barreira, Itapoã;NA;Brazil;42,750000000;160;-43,9541168;-19,8369785;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Nélio Cerqueira, Tirol;NA;Brazil;7,388888889;1080;-44,0401194;-19,9918997;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Judá, Glória;NA;Brazil;33,139534880;172;-44,0106356;-19,8980217;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Rocha Lagoa, Cachoeirinha;NA;Brazil;15,038297870;470;-43,9502108;-19,8814332;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Padre Eustáquio, Carlos Prates;NA;Brazil;22,800000000;300;-43,9619920;-19,9115744;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Beco Vila Esportiva, São Gabriel;NA;Brazil;19,542857140;210;-43,9198634;-19,8535374;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Nova Suíssa, Belo Horizonte;NA;Brazil;41,275862070;58;-43,9779523;-19,9330673;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua São Salvador, Lagoinha;NA;Brazil;18,240000000;250;-43,9482500;-19,9122719;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Saudade, Belo Horizonte;NA;Brazil;14,693333330;450;-43,8985971;-19,9153126;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Josefino Gonçalves da Silva, Goiânia;NA;Brazil;20,169230770;520;-43,9016252;-19,8721346;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Maurílio Gomes da Silveira, Barreiro;NA;Brazil;36,480000000;250;-44,0035601;-19,9858514;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Itapoá, Itapoã;NA;Brazil;36,480000000;1000;-43,9216527;-19,8445344;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Bonfim, Bonfim;NA;Brazil;22,378752890;866;-43,9478752;-19,9112038;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Abaeté, Bonfim;NA;Brazil;16,967441860;430;-43,9503982;-19,9125986;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Maria José Assumpção, Jardinópolis;NA;Brazil;17,100000000;1000;-44,0051794;-19,9426246;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Alcobaça, São Francisco;NA;Brazil;29,071038250;549;-43,9586192;-19,8741639;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Padre Rolim, Santa Efigênia;NA;Brazil;59,111111110;270;-43,9263554;-19,9273592;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Ubá, Lagoinha;NA;Brazil;26,220000000;200;-43,9399701;-19,9102328;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Frei Gerônimo, Cachoeirinha;NA;Brazil;31,666666670;360;-43,9496809;-19,8773502;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua dos Pampas, Prado;NA;Brazil;59,011764710;425;-43,9620665;-19,9200409;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Serra da Água Quente, Distrito Industrial do Jatoba Barreiro;NA;Brazil;16,978723400;4700;-44,0272108;-20,0039448;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Heráclito Mourão de Miranda, Serrano;NA;Brazil;46,636363640;660;-44,0060551;-19,8829217;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Desembargador Reis Alves, Novo das Indústrias;NA;Brazil;30,400000000;150;-43,9948153;-19,9694646;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Maria Agripina dos Santos, Industrias I Barreiro;NA;Brazil;21,955555560;540;-44,0033608;-19,9572940;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Venda Nova, Belo Horizonte;NA;Brazil;25,650000000;400;-43,9519188;-19,8172310;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Abílio Machado, Alípio de Melo;NA;Brazil;34,200000000;200;-44,0061134;-19,8979363;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Catumbi, Caiçaras;NA;Brazil;31,350000000;360;-43,9643831;-19,9040645;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Dom Bosco, Belo Horizonte;NA;Brazil;34,200000000;200;-43,9983730;-19,9135789;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Gameleira, Belo Horizonte;NA;Brazil;17,784000000;5000;-43,9855127;-19,9313692;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Jacuí, Renascença;NA;Brazil;32,571428570;700;-43,9360535;-19,8894881;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Augusto dos Anjos, Piratininga Venda Nova;NA;Brazil;24,428571430;280;-43,9841728;-19,8183673;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Orenoco, Cruzeiro;NA;Brazil;60,800000000;45;-43,9303008;-19,9404143;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Monte Simplon, Nova Suíssa;NA;Brazil;21,046153850;130;-43,9811162;-19,9343370;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Cipriano de Carvalho, Barreiro;NA;Brazil;19,000000000;360;-44,0195126;-19,9772055;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Dom Pedro II, Bonfim;NA;Brazil;24,000000000;380;-43,9488236;-19,9129724;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Tuiuti, Padre Eustáquio;NA;Brazil;29,875862070;290;-43,9755770;-19,9179894;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Austen Nogueira de Sá, Ouro Preto;NA;Brazil;40,714285710;560;-43,9841859;-19,8779239;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Dom Bosco, Belo Horizonte;NA;Brazil;27,360000000;400;-43,9983730;-19,9135789;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Dona Noemi, Padre Eustáquio;NA;Brazil;35,076923080;65;-43,9854232;-19,9193183;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Madressilva, Esplanada;NA;Brazil;11,725714290;350;-43,9037782;-19,9049110;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Jerônimo Marcucci, Pilar;NA;Brazil;19,000000000;360;-43,9734714;-20,0007143;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Ipê, São Cristóvão;NA;Brazil;24,428571430;140;-43,9442597;-19,9007328;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Barro Preto, Belo Horizonte;NA;Brazil;37,669565220;230;-43,9536082;-19,9233091;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rodovia Anel Rodoviário Celso Mello Azevedo, Alto dos Caiçaras;NA;Brazil;54,000000000;1900;-43,9793289;-19,8948268;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Lecy Gomes Barbosa, CDI Jatobá;NA;Brazil;27,866666670;1800;-44,0386013;-19,9990114;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Limoeiro, Nova Suíssa;NA;Brazil;27,360000000;50;-43,9747292;-19,9303798;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Adelino Teste, Olhos D'água;NA;Brazil;50,160000000;1200;-43,9640899;-19,9867110;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Júlio de Castilho, Betânia;NA;Brazil;23,660377360;530;-43,9815426;-19,9597338;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Aveiro, São Francisco;NA;Brazil;15,960000000;500;-43,9603192;-19,8793309;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Flor-de-macieira, Jardim Alvorada;NA;Brazil;25,183431950;1014;-43,9845088;-19,8951950;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Gastão Demétrio Maia, Floramar;NA;Brazil;71,250000000;80;-43,9328604;-19,8351372;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Pedro Moreira Nascimento, Pilar;NA;Brazil;28,800000000;950;-43,9749155;-20,0019202;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Deputado Último de Carvalho, Planalto;NA;Brazil;24,604316550;417;-43,9444774;-19,8364704;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Leiria, São Francisco;NA;Brazil;28,500000000;800;-43,9559121;-19,8757653;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Satélite, Belo Horizonte;NA;Brazil;22,800000000;420;-43,9478511;-19,8131302;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Marcos Coelho Neto, Havaí;NA;Brazil;19,760000000;150;-43,9756669;-19,9637560;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Jaguaribe, Concórdia;NA;Brazil;28,061538460;130;-43,9397342;-19,8967479;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Jardim América, Belo Horizonte;NA;Brazil;18,240000000;400;-43,9734730;-19,9432840;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Senhora da Conceição, Cachoeirinha;NA;Brazil;32,571428570;210;-43,9478293;-19,8899687;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Antônio Fernandes de Melo, Engenho Nogueira;NA;Brazil;16,888888890;270;-43,9833503;-19,8988401;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Catumbi, Caiçaras;NA;Brazil;20,290398130;427;-43,9643831;-19,9040645;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Alto dos Pinheiros, Belo Horizonte;NA;Brazil;30,400000000;150;-44,0002720;-19,9344040;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Jardim Alvorada, Belo Horizonte;NA;Brazil;27,756521740;1150;-43,9895542;-19,8954317;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Nilópolis, Olhos D'água;NA;Brazil;11,273333330;1800;-43,9730743;-19,9957590;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Argemiro Rodrigues da Silva, Aparecida;NA;Brazil;31,920000000;250;-43,9633360;-19,8895866;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Camargos, Belo Horizonte;NA;Brazil;30,535714290;336;-44,0180152;-19,9416857;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Carlos Prates, Belo Horizonte;NA;Brazil;26,788511750;383;-43,9551767;-19,9147953;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Astolfo Dutra, Pompéia;NA;Brazil;18,000000000;380;-43,9019341;-19,9090099;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Altamira, Pirajá;NA;Brazil;15,545454550;660;-43,9192794;-19,8638487;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Cachoeirinha, Belo Horizonte;NA;Brazil;26,769230770;247;-43,9479859;-19,8885847;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Salgado Filho, Belo Horizonte;NA;Brazil;72,960000000;500;-43,9830754;-19,9407801;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Pampulha, Belo Horizonte;NA;Brazil;28,500000000;360;-43,9559969;-19,8527226;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Niquelina, Santa Efigênia;NA;Brazil;10,585714290;280;-43,9141448;-19,9209701;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Concórdia, Belo Horizonte;NA;Brazil;53,200000000;120;-43,9377178;-19,9002688;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Torremolinos, Europa;NA;Brazil;38,000000000;180;-43,9673710;-19,8062960;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Augusto dos Anjos, Rio Branco;NA;Brazil;22,800000000;160;-43,9812882;-19,8191453;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Professora Maria Coutinho, Alto dos Pinheiros;NA;Brazil;34,200000000;100;-43,9982233;-19,9341875;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Planalto, Belo Horizonte;NA;Brazil;14,592000000;625;-43,9472672;-19,8363874;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Itaperuna, Saudade;NA;Brazil;28,500000000;400;-43,9016971;-19,9165560;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Nióbio, Camargos;NA;Brazil;26,464285710;336;-44,0109619;-19,9447208;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Pouso Alegre, Horto;NA;Brazil;23,265306120;294;-43,9219965;-19,9125129;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Nossa Senhora de Fátima, Vila Oeste;NA;Brazil;51,300000000;200;-43,9930455;-19,9329181;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Tenente Senna, Maria Virgínia;NA;Brazil;34,200000000;200;-43,9317066;-19,8677406;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Cristiano Machado, Floramar;NA;Brazil;13,028571430;700;-43,9373854;-19,8384575;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Barão de Varginha, Alto dos Pinheiros;NA;Brazil;18,240000000;350;-44,0047013;-19,9261900;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Tapira, Renascença;NA;Brazil;25,333333330;360;-43,9413753;-19,8907067;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Piracema, Suzana;NA;Brazil;38,722826090;1472;-43,9335273;-19,8638895;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Espinosa, Carlos Prates;NA;Brazil;57,000000000;100;-43,9599306;-19,9121196;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Rio Casca, Carlos Prates;NA;Brazil;31,666666670;180;-43,9562897;-19,9152130;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Júlio Mesquita, Marilandia;NA;Brazil;25,536000000;250;-44,0515785;-19,9972158;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Itajubá, Sagrada Família;NA;Brazil;45,600000000;80;-43,9278393;-19,9036951;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Glória, Belo Horizonte;NA;Brazil;14,357682620;397;-44,0068206;-19,9024280;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Belmiro Braga, Caiçaras;NA;Brazil;19,000000000;300;-43,9687670;-19,9063662;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Antônio Marzinetti, Ouro Preto;NA;Brazil;68,400000000;100;-43,9857720;-19,8877865;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;São Luíz, Belo Horizonte;NA;Brazil;22,800000000;3000;-43,9671094;-19,8573625;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Patrocínio, Carlos Prates;NA;Brazil;14,990825690;654;-43,9513889;-19,9157686;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Grafito, Santa Tereza;NA;Brazil;60,800000000;150;-43,9232045;-19,9161713;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Henrique Badaró Portugal, Buritis;NA;Brazil;39,293617020;47;-43,9758320;-19,9716580;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Professor Mário Casassanta, Carlos Prates;NA;Brazil;27,360000000;400;-43,9632276;-19,9132219;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Riachuelo, Padre Eustáquio;NA;Brazil;36,480000000;50;-43,9734893;-19,9160513;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Caparaó, Bonfim;NA;Brazil;22,800000000;300;-43,9509809;-19,9119333;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Sílvia Resende, Jardim Montanhês;NA;Brazil;13,680000000;200;-43,9874871;-19,9023952;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Tenente Anastácio de Moura, Santa Efigênia;NA;Brazil;27,360000000;1000;-43,9167691;-19,9252918;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Jaguarão, Bonfim;NA;Brazil;24,754285710;350;-43,9490354;-19,9108421;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Altamira, Eymard;NA;Brazil;15,545454550;660;-43,9186946;-19,8638176;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Artur Guimarães, Santa Cruz;NA;Brazil;42,222222220;324;-43,9403460;-19,8765132;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Maria Beatriz, Havaí;NA;Brazil;26,057142860;350;-43,9785499;-19,9549372;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Vilarinho, Venda Nova;NA;Brazil;24,831683170;202;-43,9587082;-19,8127816;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua dos Borges, Jardim Vitória;NA;Brazil;13,300000000;1200;-43,8833363;-19,8463309;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Serra da Água Quente, Distrito Industrial Vale do Jatobá;NA;Brazil;21,829787230;4700;-44,0258661;-20,0069277;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua das Castanheiras, Santa Amélia;NA;Brazil;24,872727270;110;-43,9749112;-19,8410603;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Waldyr Soeiro Emrich, Milionários;NA;Brazil;34,200000000;100;-44,0065228;-19,9815812;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua dos Tupis, Barro Preto;NA;Brazil;24,971428570;210;-43,9483523;-19,9193594;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Venda Nova, Belo Horizonte;NA;Brazil;27,142857140;420;-43,9519188;-19,8172310;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Padre Eustáquio, Belo Horizonte;NA;Brazil;13,680000000;350;-43,9807896;-19,9159131;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Nossa Senhora de Fátima, Carlos Prates;NA;Brazil;22,800000000;1300;-43,9559139;-19,9165536;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Aderito Távora, Heliópolis;NA;Brazil;17,733333330;450;-43,9403318;-19,8454245;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Coruripe, Nova Granada;NA;Brazil;8,142857143;420;-43,9707548;-19,9381815;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Deputado Último de Carvalho, Planalto;NA;Brazil;22,800000000;800;-43,9444774;-19,8364704;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Minascaixa, Belo Horizonte;NA;Brazil;20,266666670;360;-43,9567905;-19,8097948;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Pouso Alegre, Santa Tereza;NA;Brazil;25,333333330;270;-43,9206015;-19,9125900;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Lisboa, Cachoeirinha;NA;Brazil;15,061503420;439;-43,9432069;-19,8893400;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Vicente Risola, Santa Inês;NA;Brazil;61,384615380;130;-43,9092825;-19,8851675;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Maria Auxiliadora, Pirajá;NA;Brazil;36,480000000;100;-43,9177824;-19,8636257;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Serrana, Serrano;NA;Brazil;36,480000000;250;-44,0120208;-19,8786793;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Major Delfino de Paula, São Francisco;NA;Brazil;28,500000000;2000;-43,9573012;-19,8788072;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;São Francisco, Belo Horizonte;NA;Brazil;35,625000000;320;-43,9560580;-19,8775061;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Paraíso, Belo Horizonte;NA;Brazil;53,068965520;116;-43,9044737;-19,9214754;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Caiçaras, Belo Horizonte;NA;Brazil;10,032000000;500;-43,9670583;-19,9050681;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Venda Nova, Belo Horizonte;NA;Brazil;9,500000000;360;-43,9519188;-19,8172310;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Jaguari, Bonfim;NA;Brazil;34,200000000;200;-43,9538142;-19,9115624;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Renascença, Belo Horizonte;NA;Brazil;26,769230770;247;-43,9401023;-19,8901311;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;São Francisco, Belo Horizonte;NA;Brazil;36,480000000;200;-43,9560580;-19,8775061;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Avenida Vereador Cícero Ildefonso, João Pinheiro;NA;Brazil;41,114754100;305;-44,0011054;-19,9256213;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Floramar, Belo Horizonte;NA;Brazil;34,131736530;167;-43,9341010;-19,8363125;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Professora Maria Coutinho, João Pinheiro;NA;Brazil;31,932773110;357;-43,9974323;-19,9340344;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Venda Nova, Belo Horizonte;NA;Brazil;15,200000000;270;-43,9519188;-19,8172310;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Padre Pedro Pinto, Venda Nova;NA;Brazil;29,018181820;220;-43,9617889;-19,8135585;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Paru, Renascença;NA;Brazil;16,459893050;374;-43,9366156;-19,8943057;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua Dona Noemi, Padre Eustáquio;NA;Brazil;33,323076920;65;-43,9854232;-19,9193183;NA;NA;NA;NA
Belo HOrizonte;Belo Horizonte;Belo Horizonte;Rua das Canoas, Estrela do Oriente;NA;Brazil;15,039577840;379;-43,9881802;-19,9620505;NA;NA;NA;NA
