city;metropolitan area;metro;address;state;country;price;size;lon;lat;out_size;ex_size;out_price;ex_price
Carapicuíba;São Paulo;Sao Paulo;Carapicuiba, Carapicuíba;NA;Brazil;22,800000000;600;-46,8411243;-23,5239623;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Estrada Velha de Cotia, Moinho Velho;NA;Brazil;59,011764710;1700;-46,8531658;-23,6006293;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Rua Cerrados, Parque Rincao;NA;Brazil;43,971428570;700;-46,8865166;-23,6006424;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Estrada da Roselândia, Roselândia;NA;Brazil;10,260000000;1000;-46,9225970;-23,5795923;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Rua Pascoal Rizzo, Parque Alexandre;NA;Brazil;23,676012460;963;-46,8713355;-23,6002753;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Rua das Gabirobas, Chacara Recanto Verde;NA;Brazil;50,666666670;180;-46,9739156;-23,6134579;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Parque Alexandre, Cotia;NA;Brazil;45,600000000;2057;-46,8719229;-23,5984464;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Rua Tarumã, Jardim Claudio;NA;Brazil;35,076923080;650;-46,8806161;-23,6010176;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Rua Santa Clara, Parque Industrial San Jose;NA;Brazil;43,135135140;1850;-46,8874259;-23,6196173;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Parque Paulistano, Cotia;NA;Brazil;102,600000000;200;-46,8937430;-23,6107216;NA;NA;TRUE;FALSE
Cotia;São Paulo;Sao Paulo;Rua Pascoal Rizzo, Parque Alexandre;NA;Brazil;17,757009350;963;-46,8713355;-23,6002753;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Rua Indochina, Jardim Fontana;NA;Brazil;55,161290320;248;-46,8544785;-23,5996590;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Moinho Velho, Cotia;NA;Brazil;39,900000000;400;-46,8525352;-23,6061139;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Rua Passadena, Parque Industrial San Jose;NA;Brazil;39,085714290;2800;-46,8818866;-23,6189990;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Rua Cândido Mendes, Moinho Velho;NA;Brazil;42,130434780;460;-46,8533838;-23,6047207;NA;NA;NA;NA
Cotia;São Paulo;Sao Paulo;Granja Carolina, Cotia;NA;Brazil;45,600000000;250;-46,9380182;-23,6038073;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Rua do Verão, Jardim Ruyce;NA;Brazil;28,217821780;606;-46,6048929;-23,7075724;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Avenida Sete de Setembro, Conceição;NA;Brazil;21,135573580;4315;-46,6151214;-23,6890845;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Avenida Afonso Monteiro da Cruz, Serraria;NA;Brazil;24,700000000;600;-46,6152619;-23,7056253;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Avenida Presidente Costa e Silva, Jardim Casa Grande;NA;Brazil;29,252830190;1325;-46,5951906;-23,7042518;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Serraria, Diadema;NA;Brazil;45,321100920;327;-46,6102146;-23,7041620;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Jardim Ruyce, Diadema;NA;Brazil;36,000000000;285;-46,6017757;-23,7095617;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Vila Oriental, Diadema;NA;Brazil;45,340909090;352;-46,5963514;-23,6761155;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Conceição, Diadema;NA;Brazil;31,977559610;713;-46,6150375;-23,6963112;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Rua dos Jasmins, Vila São José;NA;Brazil;41,800000000;300;-46,5839246;-23,6755150;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Rua Espírito Santo, Casa Grande;NA;Brazil;20,618971060;4976;-46,6016829;-23,7119434;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Rua Joaquim Gonçalves Ledo, Taboão;NA;Brazil;29,868995630;229;-46,5995972;-23,6656950;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Rua Vinte e Sete de Março, Canhema;NA;Brazil;34,200000000;400;-46,6037469;-23,6796144;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Conceição, Diadema;NA;Brazil;32,884615380;520;-46,6150375;-23,6963112;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Rua Tiguassu, Inamar;NA;Brazil;32,571428570;700;-46,6077136;-23,7195738;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Inamar, Diadema;NA;Brazil;37,207615590;1103;-46,6114203;-23,7176832;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Rua Outono, Serraria;NA;Brazil;39,134328360;268;-46,6037287;-23,7056745;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Serraria, Diadema;NA;Brazil;37,173913040;460;-46,6102146;-23,7041620;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Serraria, Diadema;NA;Brazil;37,275204360;367;-46,6102146;-23,7041620;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Rua Gema, Campanário;NA;Brazil;35,076923080;1300;-46,6174213;-23,6714586;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Serraria, Diadema;NA;Brazil;31,569230770;650;-46,6102146;-23,7041620;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Piraporinha, Diadema;NA;Brazil;30,400000000;600;-46,5861072;-23,6814823;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Centro, Diadema;NA;Brazil;23,164005810;689;-46,6270967;-23,6838273;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Casa Grande, Diadema;NA;Brazil;24,126984130;945;-46,5957488;-23,7038909;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Jardim Ruyce, Diadema;NA;Brazil;34,643874640;1053;-46,6017757;-23,7095617;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Rua Tuiuti, Vila Diadema;NA;Brazil;28,500000000;200;-46,6079455;-23,6886079;NA;NA;NA;NA
Diadema;São Paulo;Sao Paulo;Rua Tiguassu, Inamar;NA;Brazil;31,006346330;1103;-46,6077136;-23,7195738;NA;NA;NA;NA
Embu-Guaçu;São Paulo;Sao Paulo;Loteamento Chacara Parque Oriente, Embu-Guacu;NA;Brazil;14,250000000;4000;-46,7792927;-23,8201549;NA;NA;NA;NA
Embu-Guaçu;São Paulo;Sao Paulo;Jardim São Paulo , Embu-Guacu;NA;Brazil;11,446501410;3187;-46,8325494;-23,8529616;NA;NA;NA;NA
Embu-Guaçu;São Paulo;Sao Paulo;Embu Guacu, Embu-Guacu;NA;Brazil;38,190000000;4000;-46,8149265;-23,8294619;NA;NA;NA;NA
Embu-Guaçu;São Paulo;Sao Paulo;Embu-Guacu, São Paulo;NA;Brazil;13,110000000;4000;-46,8149265;-23,8294619;NA;NA;NA;NA
Embu-Guaçu;São Paulo;Sao Paulo;Rua Pedro de Morães, Embu-Guacu;NA;Brazil;17,100000000;4000;-46,8271335;-23,8392912;NA;NA;NA;NA
Embu-Guaçu;São Paulo;Sao Paulo;Embu Guacu, Embu-Guacu;NA;Brazil;33,615384620;1560;-46,8149265;-23,8294619;NA;NA;NA;NA
Ferraz de Vasconcelos;São Paulo;Sao Paulo;Centro, Ferraz de Vasconcelos;NA;Brazil;34,441087610;662;-46,3635823;-23,5289582;NA;NA;NA;NA
Ferraz de Vasconcelos;São Paulo;Sao Paulo;Rua Godofredo Osório Novaes, Vila Tanquinho;NA;Brazil;43,846153850;1300;-46,3752169;-23,5444675;NA;NA;NA;NA
Ferraz de Vasconcelos;São Paulo;Sao Paulo;Vila Romanópolis, Ferraz de Vasconcelos;NA;Brazil;39,900000000;800;-46,3726348;-23,5476178;NA;NA;NA;NA
Ferraz de Vasconcelos;São Paulo;Sao Paulo;Rua José Maria Claro, Jardim do Castelo;NA;Brazil;20,862000000;2400;-46,3619870;-23,5479374;NA;NA;NA;NA
Ferraz de Vasconcelos;São Paulo;Sao Paulo;Núcleo Itaim, Ferraz de Vasconcelos;NA;Brazil;22,800000000;1800;-46,3834667;-23,5329772;NA;NA;NA;NA
Francisco Morato;São Paulo;Sao Paulo;Rua Creonice C. Negrini, Vila Natal;NA;Brazil;42,182669790;427;-46,7526284;-23,2946871;NA;NA;NA;NA
Francisco Morato;São Paulo;Sao Paulo;Belém Estação, Francisco Morato;NA;Brazil;12,000000000;1900;-46,7460358;-23,2855459;NA;NA;NA;NA
Franco da Rocha;São Paulo;Sao Paulo;Parque dos Eucaliptos, Franco da Rocha;NA;Brazil;36,480000000;500;-46,7544991;-23,3027517;NA;NA;NA;NA
Franco da Rocha;São Paulo;Sao Paulo;Estrada de Belém, Pólo Industrial;NA;Brazil;31,090909090;330;-46,7568740;-23,3060816;NA;NA;NA;NA
Franco da Rocha;São Paulo;Sao Paulo;Pólo Industrial, Franco da Rocha;NA;Brazil;22,800000000;900;-46,7561779;-23,3063538;NA;NA;NA;NA
Franco da Rocha;São Paulo;Sao Paulo;Rua Vilage Arco Iris, Chácaras bom tempo;NA;Brazil;22,010221470;1761;-46,7597163;-23,3293961;NA;NA;NA;NA
Franco da Rocha;São Paulo;Sao Paulo;Estrada do Relevo, Recanto da Lapa;NA;Brazil;27,142857140;1050;-46,7610884;-23,3244025;NA;NA;NA;NA
Franco da Rocha;São Paulo;Sao Paulo;Avenida Pacaembu, Sitio Borda da Mata;NA;Brazil;26,868686870;1188;-46,7602083;-23,3231880;NA;NA;NA;NA
Guararema;São Paulo;Sao Paulo;Avenida América, Guararema;NA;Brazil;26,945454550;5500;-46,1547986;-23,3482064;NA;NA;NA;NA
Guararema;São Paulo;Sao Paulo;Avenida General Porfírio da Paz, Guararema;NA;Brazil;18,834782610;2300;-46,1295114;-23,3277607;NA;NA;NA;NA
Guararema;São Paulo;Sao Paulo;Parque Agrinco , Guararema;NA;Brazil;40,303030300;792;-46,1040300;-23,3540684;NA;NA;NA;NA
Guararema;São Paulo;Sao Paulo;Avenida Francisca Lerário, Maracatú;NA;Brazil;28,880000000;300;-46,1313925;-23,3388200;NA;NA;NA;NA
Guararema;São Paulo;Sao Paulo;Avenida América, Chácaras Guanabara;NA;Brazil;9,288888889;2700;-46,1547986;-23,3482064;NA;NA;NA;NA
Guararema;São Paulo;Sao Paulo;Parque Agrinco , Guararema;NA;Brazil;41,742424240;792;-46,1040300;-23,3540684;NA;NA;NA;NA
Guararema;São Paulo;Sao Paulo;Avenida América, Guararema;NA;Brazil;28,500000000;640;-46,1547986;-23,3482064;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Avenida Justino de Maio, Cidade Industrial Satelite de Sao Paulo;NA;Brazil;47,500000000;4800;-46,4729418;-23,4588612;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Olária, Cidade Industrial Satelite de Sao Paulo;NA;Brazil;32,446153850;1300;-46,4798808;-23,4593598;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Avenida Nova Cumbica, Vila Nova Cumbica;NA;Brazil;20,064000000;625;-46,4634677;-23,4572350;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Genóqua, Cidade Industrial Satelite de Sao Paulo;NA;Brazil;16,056338030;355;-46,4659215;-23,4534010;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Robru, Jardim Cristin Alice;NA;Brazil;47,500000000;120;-46,5324809;-23,4359062;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Aroeiras, Cidade Industrial Satelite de Sao Paulo;NA;Brazil;34,200000000;300;-46,4691196;-23,4599522;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Campanário, Jardim Eliana;NA;Brazil;31,666666670;180;-46,5095495;-23,4479572;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Jardim do Triunfo, Guarulhos;NA;Brazil;27,360000000;250;-46,4053607;-23,4165677;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua São Gabriel, Vila Renata;NA;Brazil;36,480000000;250;-46,5651318;-23,4601244;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Jardim das Nações, Guarulhos;NA;Brazil;33,000000000;760;-46,4587443;-23,4416185;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Caviúna, Parque Jurema;NA;Brazil;28,494300000;400;-46,4138995;-23,4398611;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Tamotsu Iwasse, Bonsucesso;NA;Brazil;42,750000000;6400;-46,3860930;-23,4120518;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Vila Soinco, Guarulhos;NA;Brazil;34,029850750;670;-46,4642430;-23,4425147;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Vila Renata, Guarulhos;NA;Brazil;99,750000000;160;-46,5656252;-23,4612633;NA;NA;TRUE;FALSE
Guarulhos;São Paulo;Sao Paulo;Vila das Bandeiras, Guarulhos;NA;Brazil;60,000000000;342;-46,5517745;-23,4844439;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Avenida Santos Dumont, Cidade Industrial Satelite de Sao Paulo;NA;Brazil;36,100000000;240;-46,4682420;-23,4646134;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Endres, Vila das Bandeiras;NA;Brazil;66,666666670;342;-46,5520318;-23,4842896;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Jardim Presidente Dutra, Guarulhos;NA;Brazil;31,721739130;1150;-46,4320968;-23,4280935;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Estrada do Elenco, Jardim São Domingos;NA;Brazil;41,040000000;250;-46,4883302;-23,4146607;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Centro, Guarulhos;NA;Brazil;50,160000000;200;-46,5331122;-23,4678664;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Antônio Bitencourt, Parque São Miguel;NA;Brazil;42,000000000;380;-46,4096679;-23,4582514;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Itália, Jardim Sao Francisco;NA;Brazil;27,918367350;245;-46,5129938;-23,4493003;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Jacob, Jardim Tranquilidade;NA;Brazil;57,000000000;260;-46,5540043;-23,4685707;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Estrada Água Chata, Bonsucesso;NA;Brazil;30,197333330;4500;-46,3964023;-23,4380313;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Avenida Santos Dumont, Cidade Industrial Satelite de Sao Paulo;NA;Brazil;27,034285710;2100;-46,4682420;-23,4646134;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Brasileira, Vila Endres;NA;Brazil;22,800000000;2000;-46,5554009;-23,4858070;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Avenida Papa João Paulo I, Jardim Presidente Dutra;NA;Brazil;35,976000000;190;-46,4359368;-23,4297531;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Cidade Industrial Satélite, Guarulhos;NA;Brazil;31,058823530;1615;-46,4744519;-23,4641594;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rodovia Fernão Dias, Vila Itapegica;NA;Brazil;18,240000000;1500;-46,5597525;-23,4857776;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Cumbica, Guarulhos;NA;Brazil;54,720000000;5000;-46,4681751;-23,4644776;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Avenida Dona Mathias Janitelli Melliani, Vila Melliani;NA;Brazil;36,627096770;1550;-46,5503271;-23,5038552;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Avenida Irdi, Cidade Industrial Satelite de Sao Paulo;NA;Brazil;18,050000000;1200;-46,4701965;-23,4548065;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Cidade Industrial Satelite de Sao Paulo, Guarulhos;NA;Brazil;27,460689190;2989;-46,4744519;-23,4641594;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua São Vicente de Paula, Centro;NA;Brazil;70,758620690;2900;-46,5278192;-23,4717742;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua João Ranieri, Jardim Fatima;NA;Brazil;35,625000000;4480;-46,3951248;-23,4172363;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Colônia Leopoldina, Cidade Industrial Satelite de Sao Paulo;NA;Brazil;30,096000000;2500;-46,4621115;-23,4718757;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Mineira, Vila Esplanada;NA;Brazil;79,800000000;2200;-46,5542286;-23,4800384;NA;NA;TRUE;FALSE
Guarulhos;São Paulo;Sao Paulo;Cidade Industrial Satélite, Guarulhos;NA;Brazil;30,000000000;1292;-46,4744519;-23,4641594;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Avenida Monteiro, Cidade Industrial Satelite de Sao Paulo;NA;Brazil;26,530909090;1100;-46,4809523;-23,4623395;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Barão de Penedo, Cumbica;NA;Brazil;36,406451610;3100;-46,4656343;-23,4765150;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Amélia Lago, Ponte Grande;NA;Brazil;22,800000000;1500;-46,5475479;-23,4958591;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Paulo Steola, Jardim Santa Francisca;NA;Brazil;38,760000000;1000;-46,5254644;-23,4779044;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Corumbá de Goiás, Cidade Industrial Satelite de Sao Paulo;NA;Brazil;34,786399300;4588;-46,4670032;-23,4693077;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Maria Paula Motta, Jardim Presidente Dutra;NA;Brazil;38,000000000;600;-46,4358121;-23,4164076;NA;NA;NA;NA
Guarulhos;São Paulo;Sao Paulo;Rua Stella Maris, Vila Sao Joao;NA;Brazil;33,060000000;1000;-46,5506390;-23,4781760;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Estrada Abias da Silva, Mombaca;NA;Brazil;18,240000000;500;-46,8389482;-23,7584978;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Rua Felipe Mendes Rodrigues, Jardim das Oliveiras;NA;Brazil;21,888000000;500;-46,8108329;-23,7566198;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Rua Sergipe, Parque Paraiso;NA;Brazil;19,950000000;400;-46,8578349;-23,7111307;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Centro, Itapecerica da Serra;NA;Brazil;17,100000000;800;-46,8501123;-23,7151499;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Estrada dos Maciéis, Itapecerica da Serra;NA;Brazil;54,535418580;2174;-46,8430428;-23,6913546;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Potuverá, Itapecerica da Serra;NA;Brazil;53,200000000;300;-46,8979869;-23,7298736;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Crispim, Itapecerica da Serra;NA;Brazil;35,330578510;1936;-46,7974420;-23,7536502;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Estrada Ferreira Guedes, Potuverá;NA;Brazil;43,563320160;1771;-46,8947091;-23,7136122;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Jardim Itapecerica, Itapecerica da Serra;NA;Brazil;34,200000000;200;-46,8585931;-23,6882184;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Rua També, Jardim Itapecerica;NA;Brazil;40,054054050;740;-46,8579734;-23,6870305;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Jardim Itapecerica, Itapecerica da Serra;NA;Brazil;31,920000000;500;-46,8585931;-23,6882184;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Jardim Itapecerica, Itapecerica da Serra;NA;Brazil;28,500000000;1280;-46,8585931;-23,6882184;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Potuverá, Itapecerica da Serra;NA;Brazil;16,060238040;4117;-46,8979869;-23,7298736;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Rua Melância, SANTA ADELIA;NA;Brazil;22,800000000;500;-46,8771765;-23,7012136;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Jardim Itapecerica, Itapecerica da Serra;NA;Brazil;35,466666670;450;-46,8585931;-23,6882184;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Ressaca, Itapecerica da Serra;NA;Brazil;41,454545450;1100;-46,8843170;-23,6902242;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Estrada Ferreira Guedes, Potuverá;NA;Brazil;41,035051550;1843;-46,8947091;-23,7136122;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Estrada Ferreira Guedes, Potuverá;NA;Brazil;41,034434500;3687;-46,8947091;-23,7136122;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Estrada Ferreira Guedes, Centro;NA;Brazil;41,040000000;1843;-46,8947091;-23,7136122;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Ressaca, Itapecerica da Serra;NA;Brazil;8,142857143;4200;-46,8843170;-23,6902242;NA;NA;NA;NA
Itapecerica da Serra;São Paulo;Sao Paulo;Jardim Itapecerica, Itapecerica da Serra;NA;Brazil;36,272727270;220;-46,8585931;-23,6882184;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Itaqui, Itapevi;NA;Brazil;72,960000000;5000;-46,9428727;-23,5241805;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Rua Aparício Corrêa de Godoy, Polo Industrial;NA;Brazil;50,257163850;2722;-46,9212857;-23,5233480;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Avenida Portugal, Itapevi;NA;Brazil;43,320000000;2815;-46,9418748;-23,5257758;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Jardim Maria Judite, Itapevi;NA;Brazil;18,240000000;250;-46,9264908;-23,5645944;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Jardim Vargem Grande, Itapevi;NA;Brazil;15,504000000;1000;-47,0020734;-23,6021286;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Estrada da Capela Velha, Jardim Nova Itapevi;NA;Brazil;43,320000000;1210;-46,9631143;-23,4516055;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Estância São Francisco, Itapevi;NA;Brazil;26,057142860;700;-46,9586528;-23,5331625;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Avenida Portugal, Itaqui;NA;Brazil;59,277912090;1092;-46,9418748;-23,5257758;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Rua Emílio Lehmann, Estância São Francisco;NA;Brazil;26,057142860;700;-46,9669872;-23,5293035;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Rodovia Coronel-Polícia Militar Nelson Tranchesi, Itaqui;NA;Brazil;43,307262570;1790;-46,9361326;-23,5258756;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Jardim Nova Itapevi, Itapevi;NA;Brazil;39,407407410;1620;-46,9392318;-23,5265216;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Avenida Portugal, Itapevi;NA;Brazil;43,320000000;2210;-46,9418748;-23,5257758;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Rodovia Coronel-Polícia Militar Nelson Tranchesi, Centro;NA;Brazil;54,728974420;4573;-46,9363880;-23,5475231;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Avenida Portugal, Jardim Nova Itapevi;NA;Brazil;41,040000000;1760;-46,9418748;-23,5257758;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Itapevi, Itapevi;NA;Brazil;43,320000000;2815;-46,9331962;-23,5492651;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Acesso SP-280, Jardim Nova Itapevi;NA;Brazil;41,739130430;4807;-46,9404166;-23,5185633;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Avenida Portugal, Itapevi;NA;Brazil;41,033533750;1763;-46,9418748;-23,5257758;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Itapevi, Itapevi;NA;Brazil;43,320000000;2310;-46,9331962;-23,5492651;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Itapevi, Itapevi;NA;Brazil;43,320000000;2540;-46,9331962;-23,5492651;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Estrada da Capela Velha, Nova Itapevi;NA;Brazil;43,320000000;2815;-46,9631143;-23,4516055;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Itapevi, Itapevi;NA;Brazil;48,000000000;950;-46,9331962;-23,5492651;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Itaqui, Itapevi;NA;Brazil;43,307294120;1615;-46,9428727;-23,5241805;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Rodovia Coronel-Polícia Militar Nelson Tranchesi, Itaqui;NA;Brazil;54,722917470;1563;-46,9361326;-23,5258756;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Estância São Francisco, Itapevi;NA;Brazil;46,772860310;1353;-46,9586528;-23,5331625;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Itapevi, Itapevi;NA;Brazil;41,040000000;1080;-46,9331962;-23,5492651;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Polo Industrial, Itapevi;NA;Brazil;37,692872890;2722;-46,9228511;-23,5262964;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Rodovia Coronel-Polícia Militar Nelson Tranchesi, Itaqui;NA;Brazil;43,316663880;4784;-46,9361326;-23,5258756;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Rodovia Coronel-Polícia Militar Nelson Tranchesi, Itaqui;NA;Brazil;50,160000000;1677;-46,9361326;-23,5258756;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Estrada da Capela Velha, Jardim Nova Itapevi;NA;Brazil;57,000000000;1087;-46,9631143;-23,4516055;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Avenida Professor Vernon Krieble, Itaqui;NA;Brazil;54,720000000;5000;-46,9397159;-23,5247770;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Nova Itapevi, Itapevi;NA;Brazil;54,720000000;5000;-46,9392318;-23,5265216;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Itaqui, Itapevi;NA;Brazil;43,315071340;2313;-46,9428727;-23,5241805;NA;NA;NA;NA
Itapevi;São Paulo;Sao Paulo;Rodovia Coronel-Polícia Militar Nelson Tranchesi, Itaqui;NA;Brazil;49,039106150;1790;-46,9361326;-23,5258756;NA;NA;NA;NA
